"vnum"	"name"	"locale_name"	"rank"	"type"	"battle_type"	"level"	"scalepct"	"size"	"ai_flag"	"mount_capacity"	"setRaceFlag"	"setImmuneFlag"	"empire"	"folder"	"on_click"	"st"	"dx"	"ht"	"iq"	"damage_min"	"damage_max"	"max_hp"	"regen_cycle"	"regen_percent"	"gold_min"	"gold_max"	"exp"	"def"	"attack_speed"	"move_speed"	"aggressive_hp_pct"	"aggressive_sight"	"attack_range"	"drop_item"	"resurrection_vnum"	"enchant_curse"	"enchant_slow"	"enchant_poison"	"enchant_stun"	"enchant_critical"	"enchant_penetrate"	"resist_sword"	"resist_twohand"	"resist_dagger"	"resist_bell"	"resist_fan"	"resist_bow"	"resist_claw"	"resist_fire"	"resist_elect"	"resist_magic"	"resist_wind"	"resist_poison"	"resist_bleeding"	"dam_multiply"	"summon"	"drain_sp"	"mob_color"	"polymorph_item"	"skill_level0"	"skill_vnum0"	"skill_level1"	"skill_vnum1"	"skill_level2"	"skill_vnum2"	"skill_level3"	"skill_vnum3"	"skill_level4"	"skill_vnum4"	"sp_berserk"	"sp_stoneskin"	"sp_godspeed"	"sp_deathblow"	"sp_revive"
"14024"	"ï¿½ï¿½Éºï¿½"	"Hauptquartier"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14025"	"ï¿½ï¿½Éºï¿½"	"Hauptquartier"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14026"	"ï¿½ï¿½Éºï¿½"	"Hauptquartier"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14027"	"ï¿½ï¿½Éºï¿½"	"Hauptquartier"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14028"	"ï¿½ï¿½Éºï¿½"	"Hauptquartier"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14029"	"ï¿½ï¿½Éºï¿½"	"Hauptquartier"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14030"	"ï¿½ï¿½ï¿½ï¿½ï¿½"	"Trainingscamp"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14031"	"ï¿½ï¿½ï¿½ï¿½ï¿½"	"Trainingscamp"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14032"	"ï¿½ï¿½ï¿½ï¿½ï¿½"	"Trainingscamp"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14033"	"ï¿½ï¿½ï¿½ï¿½ï¿½"	"Trainingscamp"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14034"	"ï¿½ï¿½ï¿½ï¿½ï¿½"	"Trainingscamp"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14035"	"ï¿½ï¿½ï¿½ï¿½ï¿½"	"Trainingscamp"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14036"	"ï¿½ï¿½ï¿½ï¿½ï¿½"	"Trainingscamp"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14037"	"ï¿½ï¿½ï¿½ï¿½ï¿½"	"Trainingscamp"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14038"	"ï¿½ï¿½ï¿½ï¿½ï¿½"	"Trainingscamp"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14039"	"ï¿½ï¿½ï¿½ï¿½ï¿½"	"Trainingscamp"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14040"	"ï¿½ë±¤ï¿½ï¿½"	"Ofen"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14041"	"ï¿½ë±¤ï¿½ï¿½"	"Ofen"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14042"	"ï¿½ë±¤ï¿½ï¿½"	"Ofen"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14043"	"ï¿½ë±¤ï¿½ï¿½"	"Ofen"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14044"	"ï¿½ë±¤ï¿½ï¿½"	"Ofen"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14045"	"ï¿½ë±¤ï¿½ï¿½"	"Ofen"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14046"	"ï¿½ë±¤ï¿½ï¿½"	"Ofen"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14047"	"ï¿½ë±¤ï¿½ï¿½"	"Ofen"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14048"	"ï¿½ë±¤ï¿½ï¿½"	"Ofen"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"14049"	"ï¿½ë±¤ï¿½ï¿½"	"Ofen"	"5"	"5"	"3"	"70"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3954"	"3"	"1"	"0"	"0"	"562"	"79"	"100"	"100"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"20001"	"ï¿½ï¿½ï¿½Ý¼ï¿½ï¿½"	"Alchemist"	"2"	"1"	"0"	"1"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"3"	"1"	"0"	"0"	"10"	"4"	"100"	"100"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"20002"	"ï¿½Æ¶ï¿½ï¿½"	"Aranyo"	"2"	"1"	"0"	"1"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"3"	"1"	"0"	"0"	"10"	"4"	"100"	"100"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"20003"	"ï¿½ï¿½ï¿½"	"Ah-Yu"	"2"	"1"	"0"	"1"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"3"	"1"	"0"	"0"	"10"	"4"	"100"	"100"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"20004"	"ï¿½ï¿½ï¿½ï¿½"	"Bettler"	"2"	"1"	"0"	"1"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	"beggar"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"3"	"1"	"0"	"0"	"10"	"4"	"100"	"100"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"20005"	"ï¿½ï¿½ï¿½ï¿½È¯"	"Yonah"	"2"	"1"	"0"	"1"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"3"	"1"	"0"	"0"	"10"	"4"	"100"	"100"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"20006"	"ï¿½Ì¸ï¿½ï¿½ï¿½"	"Mirine"	"2"	"1"	"0"	"1"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"3"	"1"	"0"	"0"	"10"	"4"	"100"	"100"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"20007"	"ï¿½ï¿½ï¿½"	"Lagerverwalter"	"2"	"1"	"0"	"1"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"3"	"1"	"0"	"0"	"10"	"4"	"100"	"100"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"20008"	"ï¿½ï¿½ï¿½"	"Octavio"	"2"	"1"	"0"	"1"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"3"	"1"	"0"	"0"	"10"	"4"	"100"	"100"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"20009"	"ï¿½ï¿½ï¿½ï¿½"	"Alter Mann"	"2"	"1"	"0"	"1"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"3"	"1"	"0"	"0"	"10"	"4"	"100"	"100"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"20010"	"ï¿½ï¿½ï¿½ï¿½ï¿½"	"Fahrender H�ndler"	"2"	"1"	"0"	"1"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	"peddler"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"3"	"1"	"0"	"0"	"10"	"4"	"100"	"100"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"20011"	"ï¿½ï¿½ï¿½ï¿½ï¿½"	"Uriel"	"2"	"1"	"0"	"1"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"3"	"1"	"0"	"0"	"10"	"4"	"100"	"100"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"20012"	"ï¿½ï¿½ï¿½"	"Yu-Rang"	"2"	"1"	"0"	"1"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"3"	"1"	"0"	"0"	"10"	"4"	"100"	"100"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"20013"	"ï¿½ï¿½ï¿½"	"Fischer"	"2"	"1"	"0"	"1"	"100"	""	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"3"	"1"	"0"	"0"	"10"	"4"	"100"	"100"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
